종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"377190","디앤디플랫폼리츠","KOSPI","부동산","2210","-10","-0.45","195364000000"
"013570","디와이","KOSPI","기타금융","4290","-40","-0.92","112911225570"
"024900","디와이덕양","KOSPI","운송장비·부품","1698","-16","-0.93","55295336040"
"002880","디와이에이","KOSPI","운송장비·부품","753","0","0.00","35220818235"
"210540","디와이파워","KOSPI","기계·장비","11380","-150","-1.30","125654637040"
"032350","롯데관광개발","KOSPI","일반서비스","13390","200","1.52","1067523882620"
"089860","롯데렌탈","KOSPI","일반서비스","50500","-900","-1.75","1833624094000"
"330590","롯데리츠","KOSPI","부동산","3860","10","0.26","1115419892240"
"000400","롯데손해보험","KOSPI","보험","2090","-65","-3.02","648602908800"
"023530","롯데쇼핑","KOSPI","유통","105300","-8000","-7.06","2978805901500"
"020150","롯데에너지머티리얼즈","KOSPI","전기·전자","36400","-3450","-8.66","1906102853200"
"280360","롯데웰푸드","KOSPI","음식료·담배","148600","3900","2.70","1367799696400"
"286940","롯데이노베이트","KOSPI","IT 서비스","17810","-690","-3.73","269454026270"
"004000","롯데정밀화학","KOSPI","화학","45950","-1750","-3.67","1185510000000"
"004990","롯데지주","KOSPI","기타금융","23950","-300","-1.24","2386947435200"
"00499K","롯데지주우","KOSPI","기타금융","24550","100","0.41","19777553650"
"005300","롯데칠성","KOSPI","음식료·담배","97500","-1600","-1.61","904691190000"
"005305","롯데칠성우","KOSPI","음식료·담배","67000","-600","-0.89","51945770000"
"011170","롯데케미칼","KOSPI","화학","57300","-2700","-4.50","2451031508700"
"071840","롯데하이마트","KOSPI","유통","6400","-30","-0.47","151089356800"
"027740","마니커","KOSPI","음식료·담배","1504","-62","-3.96","47760443456"
"357430","마스턴프리미어리츠","KOSPI","부동산","950","20","2.15","28980041650"
"001080","만호제강","KOSPI","금속","3980","-75","-1.85","139757540800"
"088980","맥쿼리인프라","KOSPI","기타금융","9860","-100","-1.00","4722170850980"
"094800","맵스리얼티","KOSPI","기타금융","7220","10","0.14","670263869820"
"138040","메리츠금융지주","KOSPI","기타금융","129800","4400","3.51","21721676035400"
"090370","메타랩스","KOSPI","섬유·의류","1160","-60","-4.92","31673439240"
"118000","메타케어","KOSPI","유통","1312","-32","-2.38","28937189920"
"017180","명문제약","KOSPI","제약","1268","-18","-1.40","43052979672"
"009900","명신산업","KOSPI","운송장비·부품","7900","-600","-7.06","414514050700"
"317450","명인제약","KOSPI","제약","45500","-300","-0.66","664300000000"
"012690","모나리자","KOSPI","종이·목재","1483","-54","-3.51","54235171165"
"005360","모나미","KOSPI","유통","1333","-32","-2.34","25190110231"
"070960","모나용평","KOSPI","일반서비스","2065","-35","-1.67","99395332645"
"009680","모토닉","KOSPI","운송장비·부품","10390","0","0.00","225806846660"
"009580","무림P&P","KOSPI","종이·목재","1635","-6","-0.37","101972209740"
"009200","무림페이퍼","KOSPI","종이·목재","1526","-16","-1.04","63495807060"
"033920","무학","KOSPI","음식료·담배","7780","-120","-1.52","221730000000"
"008420","문배철강","KOSPI","금속","2155","-25","-1.15","44185053275"
"025560","미래산업","KOSPI","의료·정밀기기","6350","-150","-2.31","176394605300"
"007120","미래아이앤지","KOSPI","IT 서비스","1172","-32","-2.66","32022689608"
"396690","미래에셋글로벌리츠","KOSPI","부동산","1529","7","0.46","60557482260"
"357250","미래에셋맵스리츠","KOSPI","부동산","1886","-14","-0.74","47140768030"
"085620","미래에셋생명","KOSPI","보험","20450","-2000","-8.91","2764431000000"
"006800","미래에셋증권","KOSPI","증권","33000","-1900","-5.44","17919694683000"
"00680K","미래에셋증권2우B","KOSPI","증권","10800","-380","-3.40","1374528420000"
"006805","미래에셋증권우","KOSPI","증권","11810","-690","-5.52","158893310730"
"081660","미스토홀딩스","KOSPI","유통","41350","-400","-0.96","2195347584000"
"002840","미원상사","KOSPI","화학","128400","-9600","-6.96","577800000000"
"268280","미원에스씨","KOSPI","화학","129900","-3100","-2.33","649500000000"
"107590","미원홀딩스","KOSPI","기타금융","64400","500","0.78","149408000000"
"134380","미원화학","KOSPI","화학","10310","0","0.00","226744530800"
"003650","미창석유","KOSPI","화학","134800","-1500","-1.10","234507785600"
"377740","바이오노트","KOSPI","제약","4765","-35","-0.73","485487018720"
"003610","방림","KOSPI","섬유·의류","5540","40","0.73","177893710120"
"035150","백산","KOSPI","화학","10810","-140","-1.28","213725363990"
"002410","범양건영","KOSPI","건설","1935","0","0.00","53173451700"
"007210","벽산","KOSPI","비금속","1425","-24","-1.66","93138000000"
"002760","보락","KOSPI","화학","1017","-9","-0.88","60918300000"
"003850","보령","KOSPI","제약","8860","-200","-2.21","760074654020"
"000890","보해양조","KOSPI","음식료·담배","1340","19","1.44","37016193500"
"003000","부광약품","KOSPI","제약","4065","-315","-7.19","401071887615"
"001270","부국증권","KOSPI","증권","53700","-1900","-3.42","556862878200"
"001275","부국증권우","KOSPI","증권","30150","-150","-0.50","90450000000"
"026940","부국철강","KOSPI","금속","2190","35","1.62","43800000000"
"011390","부산산업","KOSPI","비금속","52900","2200","4.34","55862400000"
"005030","부산주공","KOSPI","운송장비·부품","486","0","0.00","45092532168"
"006740","블루산업개발","KOSPI","종이·목재","5200","-70","-1.33","30944986800"
"002070","비비안","KOSPI","섬유·의류","4720","-95","-1.97","22664496000"
"100220","비상교육","KOSPI","오락·문화","4955","-10","-0.20","64398851655"
"090460","비에이치","KOSPI","전기·전자","20250","-1750","-7.95","682658644500"
"005180","빙그레","KOSPI","음식료·담배","92800","1300","1.42","860166076800"
"003960","사조대림","KOSPI","음식료·담배","30700","-250","-0.81","281349136900"
"008040","사조동아원","KOSPI","음식료·담배","7770","1230","18.81","109669354200"
"007160","사조산업","KOSPI","음식료·담배","50200","-1500","-2.90","251000000000"
"014710","사조씨푸드","KOSPI","음식료·담배","10500","50","0.48","180794701500"
"006090","사조오양","KOSPI","음식료·담배","9040","-220","-2.38","85181560560"
"062040","산일전기","KOSPI","전기·전자","183800","-11800","-6.03","5632155830000"
"005610","삼립","KOSPI","음식료·담배","41100","-350","-0.84","354652269900"
"001470","삼부토건","KOSPI","건설","5820","0","0.00","227794235460"
"028050","삼성E&A","KOSPI","일반서비스","43700","-2100","-4.59","8565200000000"
"448730","삼성FN리츠","KOSPI","부동산","5360","-170","-3.07","488028000000"
"006400","삼성SDI","KOSPI","전기·전자","538000","-31000","-5.45","43355015140000"
"006405","삼성SDI우","KOSPI","전기·전자","214500","-11000","-4.88","347038692000"
"006660","삼성공조","KOSPI","운송장비·부품","12320","-410","-3.22","100116188480"
"028260","삼성물산","KOSPI","유통","373000","-17500","-4.48","60488507713000"
"02826K","삼성물산우B","KOSPI","유통","235500","-13000","-5.23","345617445000"
"207940","삼성바이오로직스","KOSPI","제약","1501000","-19000","-1.25","69482717451000"
"032830","삼성생명","KOSPI","보험","294000","-15500","-5.01","58800000000000"
"018260","삼성에스디에스","KOSPI","IT 서비스","233000","-12000","-4.90","18029027400000"
"0126Z0","삼성에피스홀딩스","KOSPI","기타금융","364000","-13500","-3.58","9057429836000"
"009150","삼성전기","KOSPI","전기·전자","1400000","-30000","-2.10","104571174400000"
"009155","삼성전기우","KOSPI","전기·전자","515000","-9000","-1.72","1497096760000"
"005930","삼성전자","KOSPI","전기·전자","250500","-10500","-4.02","1464492791304000"
"005935","삼성전자우","KOSPI","전기·전자","185500","-4800","-2.52","148839858156500"
"001360","삼성제약","KOSPI","제약","1331","-31","-2.28","125329727149"
"010140","삼성중공업","KOSPI","운송장비·부품","19940","-1060","-5.05","17547200000000"
"016360","삼성증권","KOSPI","증권","85200","-3100","-3.51","7608360000000"
"068290","삼성출판사","KOSPI","오락·문화","6340","-120","-1.86","63400000000"
"029780","삼성카드","KOSPI","기타금융","45400","-650","-1.41","5259993651400"
"000810","삼성화재","KOSPI","보험","657000","-20000","-2.95","29333389761000"
"000815","삼성화재우","KOSPI","보험","434000","-3000","-0.69","1305046680000"
"006110","삼아알미늄","KOSPI","금속","68300","-2600","-3.67","1032931976500"
"0120G0","삼양바이오팜","KOSPI","제약","52100","-1400","-2.62","387408827000"
"145990","삼양사","KOSPI","음식료·담배","47000","300","0.64","484732103000"
"145995","삼양사우","KOSPI","음식료·담배","33050","50","0.15","12230813500"
"003230","삼양식품","KOSPI","음식료·담배","1475000","-17000","-1.14","11111197125000"
"272550","삼양패키징","KOSPI","화학","9800","-60","-0.61","147670378800"
"000070","삼양홀딩스","KOSPI","기타금융","60900","-800","-1.30","472778331900"
"003720","삼영","KOSPI","화학","6080","-180","-2.88","206720000000"
"002810","삼영무역","KOSPI","유통","22300","-50","-0.22","411812940400"
"005680","삼영전자","KOSPI","전기·전자","12050","-160","-1.31","241000000000"
"023000","삼원강재","KOSPI","운송장비·부품","2210","0","0.00","87825302760"
"004380","삼익THK","KOSPI","기계·장비","8000","-200","-2.44","165600000000"
"002450","삼익악기","KOSPI","기타제조","1142","-20","-1.72","103386304930"
"004440","삼일씨엔에스","KOSPI","비금속","5130","-230","-4.29","65314888110"
"000520","삼일제약","KOSPI","제약","6130","-70","-1.13","132970801430"
"009770","삼정펄프","KOSPI","종이·목재","27900","150","0.54","69749190900"
"005500","삼진제약","KOSPI","제약","18660","-160","-0.85","248551200000"
"004690","삼천리","KOSPI","전기·가스","135700","1200","0.89","492153638900"
"010960","삼호개발","KOSPI","건설","3155","65","2.10","76098600000"
"004450","삼화왕관","KOSPI","금속","26950","200","0.75","58060514050"
"009470","삼화전기","KOSPI","전기·전자","22450","-550","-2.39","148480259000"
"011230","삼화전자","KOSPI","전기·전자","2585","0","0.00","49543554225"
"001820","삼화콘덴서","KOSPI","전기·전자","111500","-1000","-0.89","1159042500000"
"001290","상상인증권","KOSPI","증권","1010","0","0.00","109420491200"
"041650","상신브레이크","KOSPI","운송장비·부품","2225","-25","-1.11","47773976250"
"075180","새론오토모티브","KOSPI","운송장비·부품","2945","-10","-0.34","56544000000"
"007540","샘표","KOSPI","기타금융","43350","-850","-1.92","124665930000"
"248170","샘표식품","KOSPI","음식료·담배","23100","-400","-1.70","105527406600"
"007860","서연","KOSPI","기타금융","7860","-170","-2.12","184551573840"
"200880","서연이화","KOSPI","운송장비·부품","11610","-530","-4.37","313800153570"
"017390","서울가스","KOSPI","전기·가스","56000","-1200","-2.10","277200000000"
"031210","서울보증보험","KOSPI","보험","43500","-150","-0.34","3037239513000"
"004410","서울식품","KOSPI","음식료·담배","1270","11","0.87","50107866510"
"004415","서울식품우","KOSPI","음식료·담배","5110","-240","-4.49","1136719500"
"021050","서원","KOSPI","금속","1115","-19","-1.68","52934167850"
"008490","서흥","KOSPI","화학","21400","-900","-4.04","247579018200"
"007610","선도전기","KOSPI","전기·전자","3990","-30","-0.75","71820000000"
"136490","선진","KOSPI","음식료·담배","10150","-190","-1.84","241362980600"
"014910","성문전자","KOSPI","전기·전자","2170","90","4.33","47430247690"
"014915","성문전자우","KOSPI","전기·전자","4725","-655","-12.17","2835000000"
"004980","성신양회","KOSPI","비금속","8330","-210","-2.46","204218888090"
"004985","성신양회우","KOSPI","비금속","8260","-180","-2.13","6076427700"
"000180","성창기업지주","KOSPI","일반서비스","5150","-60","-1.15","71844148000"
"004360","세방","KOSPI","운송·창고","13300","-330","-2.42","254237519900"
"004365","세방우","KOSPI","운송·창고","9360","0","0.00","34531380000"
"004490","세방전지","KOSPI","전기·전자","65500","-1600","-2.38","907830000000"
"001430","세아베스틸지주","KOSPI","금속","40200","-1150","-2.78","1441657183800"
"306200","세아제강","KOSPI","금속","138500","-1100","-0.79","392827550000"
"003030","세아제강지주","KOSPI","기타금융","100200","-2100","-2.05","414994031400"
"058650","세아홀딩스","KOSPI","금속","136900","-1300","-0.94","580762108400"
"013000","세우글로벌","KOSPI","유통","1209","0","0.00","34704382479"
"021820","세원정공","KOSPI","운송장비·부품","10580","480","4.75","105800000000"
"067830","세이브존I&C","KOSPI","유통","2365","-80","-3.27","97061716675"
"075580","세진중공업","KOSPI","운송장비·부품","9880","-560","-5.36","561672625280"
"068270","셀트리온","KOSPI","제약","186300","-1700","-0.90","43336579888800"
"336370","솔루스첨단소재","KOSPI","전기·전자","7500","-450","-5.66","526592235000"
"33637K","솔루스첨단소재1우","KOSPI","전기·전자","1445","-1","-0.07","24430750830"
"33637L","솔루스첨단소재2우B","KOSPI","전기·전자","2270","-110","-4.62","8575814840"
"248070","솔루엠","KOSPI","전기·전자","13090","-370","-2.75","625914529240"
"004430","송원산업","KOSPI","화학","11330","-320","-2.75","271920000000"
"017550","수산세보틱스","KOSPI","기계·장비","1817","-19","-1.03","113379219210"
"126720","수산인더스트리","KOSPI","건설","20950","-450","-2.10","299291700000"
"053210","스카이라이프","KOSPI","오락·문화","4120","-10","-0.24","195794574600"
"026890","스틱인베스트먼트","KOSPI","기타금융","8350","-130","-1.53","323736488950"
"134790","시디즈","KOSPI","기타제조","19880","-470","-2.31","39760000000"
"462870","시프트업","KOSPI","IT 서비스","32650","-400","-1.21","1917922708500"
"016590","신대양제지","KOSPI","종이·목재","10470","-80","-0.76","421918175400"
"029530","신도리코","KOSPI","전기·전자","40150","-900","-2.19","390086519350"
"004970","신라교역","KOSPI","농업, 임업 및 어업","9270","-70","-0.75","148320000000"
"011930","신성이엔지","KOSPI","전기·전자","16400","-450","-2.67","333021384800"
"004170","신세계","KOSPI","유통","386500","-49500","-11.35","3650562456500"
"035510","신세계 I&C","KOSPI","IT 서비스","13000","-170","-1.29","181751700000"
"031430","신세계인터내셔날","KOSPI","유통","10430","-420","-3.87","364903980000"
"006880","신송홀딩스","KOSPI","유통","4370","-80","-1.80","51692109460"
"005800","신영와코루","KOSPI","섬유·의류","13450","-30","-0.22","121050000000"
"001720","신영증권","KOSPI","증권","151000","-3000","-1.95","2482440000000"
"009270","신원","KOSPI","섬유·의류","1164","27","2.37","133592737452"
"002700","신일전자","KOSPI","유통","994","-7","-0.70","68136235874"
"002870","신풍","KOSPI","유통","1012","14","1.40","35378204400"
"019170","신풍제약","KOSPI","제약","10380","-120","-1.14","544104258360"
"019175","신풍제약우","KOSPI","제약","15650","-50","-0.32","31162749500"
"481850","신한글로벌액티브리츠","KOSPI","기타금융","984","-1","-0.10","42782021376"
"404990","신한서부티엔디리츠","KOSPI","부동산","3855","-65","-1.66","237575400300"
"293940","신한알파리츠","KOSPI","부동산","5380","-40","-0.74","650657861740"
"055550","신한지주","KOSPI","기타금융","110500","-600","-0.54","51874251409500"
"004080","신흥","KOSPI","유통","14090","0","0.00","131037000000"
"004770","써니전자","KOSPI","전기·전자","1865","-510","-21.47","66221371870"
"403550","쏘카","KOSPI","일반서비스","11320","-100","-0.88","429480143440"
"004920","씨아이테크","KOSPI","전기·전자","919","-6","-0.65","47953302368"
"112610","씨에스윈드","KOSPI","금속","45550","-1750","-3.70","1920907406650"
"480370","씨케이솔루션","KOSPI","기계·장비","1420","-15","-1.05","46123599360"
"308170","씨티알모빌리티","KOSPI","운송장비·부품","3640","0","0.00","31340400000"
"008700","아남전자","KOSPI","전기·전자","1242","16","1.31","95789026440"
"090430","아모레퍼시픽","KOSPI","화학","142300","-4000","-2.73","8323519605700"
"090435","아모레퍼시픽우","KOSPI","화학","45250","-300","-0.66","477741807500"
"002790","아모레퍼시픽홀딩스","KOSPI","화학","26400","-800","-2.94","2018495952000"
"00279K","아모레퍼시픽홀딩스3우C","KOSPI","화학","21750","-600","-2.68","154255350000"
"002795","아모레퍼시픽홀딩스우","KOSPI","화학","11190","-40","-0.36","71405314680"
"002030","아세아","KOSPI","일반서비스","207500","-7000","-3.26","427211790000"
"183190","아세아시멘트","KOSPI","비금속","10440","-630","-5.69","375613159680"
"002310","아세아제지","KOSPI","종이·목재","8450","-160","-1.86","333348359500"
"012170","아센디오","KOSPI","오락·문화","3120","75","2.46","22765769520"
"267850","아시아나IDT","KOSPI","IT 서비스","9270","-70","-0.75","102897000000"
"020560","아시아나항공","KOSPI","운송·창고","7690","-20","-0.26","1584068567590"
"122900","아이마켓코리아","KOSPI","유통","8100","-120","-1.46","270773604000"
"010780","아이에스동서","KOSPI","비금속","15610","-180","-1.14","471218695360"
"031820","아이티센씨티에스","KOSPI","IT 서비스","5840","-80","-1.35","70694052640"
"139990","아주스틸","KOSPI","금속","2240","-40","-1.75","86812127360"
"009320","아진전자부품","KOSPI","운송장비·부품","968","-1","-0.10","47722177360"
"001780","알루코","KOSPI","금속","1592","-49","-2.99","154153570144"
"018250","애경산업","KOSPI","화학","11750","-310","-2.57","310316736250"
"161000","애경케미칼","KOSPI","화학","10290","-610","-5.60","500595215610"
"011090","에넥스","KOSPI","기타제조","1190","-310","-20.67","14109894260"
"137310","에스디바이오센서","KOSPI","의료·정밀기기","6030","-160","-2.58","728117085060"
"005850","에스엘","KOSPI","운송장비·부품","50100","-2800","-5.29","2327070852000"
"010580","에스엠벡셀","KOSPI","운송장비·부품","1738","-58","-3.23","193355558880"
"012750","에스원","KOSPI","일반서비스","80200","-1200","-1.47","3047534075600"
"023960","에쓰씨엔지니어링","KOSPI","건설","1034","-1","-0.10","39329196082"
"298690","에어부산","KOSPI","운송·창고","1500","-25","-1.64","244372308000"
"078520","에이블씨엔씨","KOSPI","화학","11560","-640","-5.25","300723701160"
"015260","에이엔피","KOSPI","전기·전자","285","-23","-7.47","13428314790"
"007460","에이프로젠","KOSPI","제약","2060","-100","-4.63","51141463180"
"003060","에이프로젠바이오로직스","KOSPI","제약","1742","4","0.23","27853390214"
"244920","에이플러스에셋","KOSPI","기타금융","13100","-260","-1.95","296160778300"
"278470","에이피알","KOSPI","화학","419000","-13500","-3.12","15686586945000"
"450080","에코프로머티","KOSPI","전기·전자","35100","-2300","-6.15","2485566837000"
"019490","엑시큐어하이트론","KOSPI","전기·전자","541","0","0.00","41349858070"
"085310","엔케이","KOSPI","금속","9220","-240","-2.54","68394642280"
"900140","엘브이엠씨홀딩스","KOSPI","유통","1197","-34","-2.76","231308797104"
"066970","엘앤에프","KOSPI","전기·전자","124700","-6500","-4.95","5073377351400"
"097520","엠씨넥스","KOSPI","전기·전자","19120","-1630","-7.86","332716680000"
"484870","엠앤씨솔루션","KOSPI","기계·장비","17700","-700","-3.80","486072090000"
"014440","영보화학","KOSPI","화학","4700","0","0.00","94000000000"
"111770","영원무역","KOSPI","유통","74200","-300","-0.40","3287910925600"
"009970","영원무역홀딩스","KOSPI","기타금융","168400","1400","0.84","2181422782800"
"003520","영진약품","KOSPI","제약","1123","-25","-2.18","205388536913"
"000670","영풍","KOSPI","금속","39900","-450","-1.12","734586251700"
"012280","영화금속","KOSPI","운송장비·부품","4025","-75","-1.83","39867226525"
"012160","영흥","KOSPI","금속","2495","-10","-0.40","38973653985"
"007310","오뚜기","KOSPI","음식료·담배","336000","-500","-0.15","1346630880000"
"002630","오리엔트바이오","KOSPI","제약","913","73","8.69","54133141326"
"271560","오리온","KOSPI","음식료·담배","127500","-2200","-1.70","5039920470000"
"001800","오리온홀딩스","KOSPI","기타금융","25550","50","0.20","1537002458600"
"005320","온타이드","KOSPI","유통","1146","106","10.19","39179270370"
"011690","와이투솔루션","KOSPI","전기·전자","3275","-95","-2.82","120206890350"
"316140","우리금융지주","KOSPI","기타금융","34500","-50","-0.14","25419136216500"
"006980","우성","KOSPI","음식료·담배","15790","0","0.00","48791100000"
"011300","우성머티리얼스","KOSPI","섬유·의류","2515","180","7.71","43355846075"
"017370","우신시스템","KOSPI","기계·장비","3605","-65","-1.77","66022164670"
"002420","우양피앤엘","KOSPI","유통","5720","-10","-0.17","178280296480"
"105840","우진","KOSPI","의료·정밀기기","12720","-260","-2.00","256914362400"
"010400","우진아이엔에스","KOSPI","건설","4530","-115","-2.48","34527660000"
"049800","우진플라임","KOSPI","기계·장비","1855","70","3.92","37100000000"
"016880","웅진","KOSPI","기타금융","2035","-60","-2.86","162651607800"
"095720","웅진씽크빅","KOSPI","일반서비스","1269","-10","-0.78","72113570865"
"005820","원림","KOSPI","섬유·의류","15360","-180","-1.16","35296819200"
"008600","윌비스","KOSPI","유통","2620","0","0.00","17615839860"
"033270","유나이티드제약","KOSPI","제약","18260","100","0.55","290530751500"
"014830","유니드","KOSPI","화학","63500","-2900","-4.37","429742600000"
"446070","유니드비티플러스","KOSPI","종이·목재","3975","30","0.76","42179579625"
"000910","유니온","KOSPI","비금속","2930","-70","-2.33","45742043670"
"047400","유니온머티리얼","KOSPI","비금속","934","-17","-1.79","39228000000"
"011330","유니켐","KOSPI","운송장비·부품","4360","-70","-1.58","43681893880"
"077500","유니퀘스트","KOSPI","유통","7570","-90","-1.17","163512772140"
"002920","유성기업","KOSPI","운송장비·부품","1807","12","0.67","46887132500"
"000700","유수홀딩스","KOSPI","일반서비스","6600","-10","-0.15","171875959200"
"003470","유안타증권","KOSPI","증권","4675","-105","-2.20","900779476850"
"003475","유안타증권우","KOSPI","증권","4285","-55","-1.27","54896720450"
"072130","유엔젤","KOSPI","IT 서비스","4795","10","0.21","60874701930"
"000220","유유제약","KOSPI","제약","3880","-60","-1.52","61100152560"
"000225","유유제약1우","KOSPI","제약","3755","-5","-0.13","8512322150"
"000227","유유제약2우B","KOSPI","제약","7390","-230","-3.02","2386674400"
"001200","유진투자증권","KOSPI","증권","4300","-145","-3.26","416525597400"
"000100","유한양행","KOSPI","제약","81300","-1400","-1.69","5984962995300"
"000105","유한양행우","KOSPI","제약","69300","-1400","-1.98","79579962000"
"003460","유화증권","KOSPI","증권","3030","-65","-2.10","171808317450"
"003465","유화증권우","KOSPI","증권","3240","195","6.40","56623617000"
"008730","율촌화학","KOSPI","화학","16010","-290","-1.78","397048000000"
"008250","이건산업","KOSPI","종이·목재","3075","-30","-0.97","33679352625"
"025820","이구산업","KOSPI","금속","4260","-150","-3.40","142462920000"
"214320","이노션","KOSPI","일반서비스","18860","-170","-0.89","754400000000"
"088260","이리츠코크렙","KOSPI","부동산","3210","10","0.31","203326503900"
"139480","이마트","KOSPI","유통","72900","-1900","-2.54","2011735205100"
"457190","이수스페셜티케미컬","KOSPI","화학","64300","-5300","-7.61","1943073469600"
"007660","이수페타시스","KOSPI","전기·전자","112000","900","0.81","8221832528000"
"005950","이수화학","KOSPI","화학","11300","-1310","-10.39","297124109700"
"015020","이스타코","KOSPI","부동산","928","0","0.00","19883142400"
"074610","이엔플러스","KOSPI","기계·장비","5110","0","0.00","44815400070"
"102460","이연제약","KOSPI","제약","9950","0","0.00","184938769450"
"084680","이월드","KOSPI","기타제조","589","31","5.56","83523847677"
"350520","이지스레지던스리츠","KOSPI","부동산","3415","5","0.15","125898079830"
"334890","이지스밸류플러스리츠","KOSPI","부동산","4030","-20","-0.49","279878192490"
"000760","이화산업","KOSPI","유통","13790","-100","-0.72","38612000000"
"014990","인디에프","KOSPI","섬유·의류","4170","160","3.99","62644237830"
"101140","인바이오젠","KOSPI","유통","5600","30","0.54","56247609600"
"023800","인지컨트롤스","KOSPI","운송장비·부품","5400","-60","-1.10","85369663800"
"034590","인천도시가스","KOSPI","전기·가스","26750","0","0.00","117024669500"
"129260","인터지스","KOSPI","운송·창고","1900","-27","-1.40","56520960600"
"023810","인팩","KOSPI","운송장비·부품","5130","-20","-0.39","51300000000"
"249420","일동제약","KOSPI","제약","16490","1990","13.72","521714775480"
"000230","일동홀딩스","KOSPI","제약","6550","50","0.77","75589620000"
"013360","일성건설","KOSPI","건설","1490","-4","-0.27","80497071200"
"003120","일성아이에스","KOSPI","제약","20550","-50","-0.24","273315000000"
"003200","일신방직","KOSPI","섬유·의류","10570","-270","-2.49","242687200000"
"007110","일신석재","KOSPI","유통","603","1","0.17","46706335830"
"007570","일양약품","KOSPI","제약","8460","-130","-1.51","161464717440"
"007575","일양약품우","KOSPI","제약","8010","-280","-3.38","3565090800"
"081000","일진다이아","KOSPI","화학","9490","-130","-1.35","134786232750"
"020760","일진디스플","KOSPI","전기·전자","902","0","0.00","55503470462"
"103590","일진전기","KOSPI","전기·전자","67500","-3600","-5.06","3218763825000"
"271940","일진하이솔루스","KOSPI","운송장비·부품","10600","-220","-2.03","384919814000"
"015860","일진홀딩스","KOSPI","기타금융","6360","-310","-4.65","313849991880"
"226320","잇츠한불","KOSPI","화학","10810","-390","-3.48","237055895150"
"317400","자이에스앤디","KOSPI","부동산","10150","-680","-6.28","393642578000"
"033240","자화전자","KOSPI","전기·전자","29850","-150","-0.50","644924234700"
"000950","전방","KOSPI","섬유·의류","32150","-2100","-6.13","54012000000"
"079900","전진건설로봇","KOSPI","기계·장비","37350","-1050","-2.73","545031555750"
"348950","제이알글로벌리츠","KOSPI","부동산","1182","0","0.00","233298432000"
"194370","제이에스코퍼레이션","KOSPI","섬유·의류","13150","-490","-3.59","381570367700"
"030000","제일기획","KOSPI","일반서비스","18880","-300","-1.56","2171978328000"
"271980","제일약품","KOSPI","제약","10890","-520","-4.56","160136056080"
"001560","제일연마","KOSPI","비금속","9080","-90","-0.98","69008000000"
"002620","제일파마홀딩스","KOSPI","일반서비스","7560","-40","-0.53","120758563800"
"006220","제주은행","KOSPI","은행","10020","-130","-1.28","378741541140"
"089590","제주항공","KOSPI","운송·창고","4395","-90","-2.01","354417129075"
"004910","조광페인트","KOSPI","화학","3550","-60","-1.66","45440000000"
"004700","조광피혁","KOSPI","섬유·의류","65000","500","0.78","432193970000"
"001550","조비","KOSPI","화학","11310","200","1.80","58724223090"
"462520","조선내화","KOSPI","비금속","13070","-160","-1.21","154947045760"
"120030","조선선재","KOSPI","금속","83500","-400","-0.48","105013858500"
"018470","조일알미늄","KOSPI","금속","973","0","0.00","123212664533"
"002600","조흥","KOSPI","음식료·담배","137900","0","0.00","82740000000"
"185750","종근당","KOSPI","제약","69300","500","0.73","956532654000"
"063160","종근당바이오","KOSPI","제약","13730","-370","-2.62","75322258260"
"001630","종근당홀딩스","KOSPI","제약","39100","-350","-0.89","195885565100"
"109070","주성코퍼레이션","KOSPI","전기·전자","1550","0","0.00","81855856500"
"044380","주연테크","KOSPI","전기·전자","1081","-3","-0.28","15021917596"
"013890","지누스","KOSPI","기타제조","7710","10","0.13","169048018230"
"013870","지엠비코리아","KOSPI","운송장비·부품","3860","-130","-3.26","73619000800"
"071320","지역난방공사","KOSPI","전기·가스","74300","-1400","-1.85","860300679200"
"088790","진도","KOSPI","유통","2410","65","2.77","29999063040"
"003780","진양산업","KOSPI","화학","3885","-30","-0.77","50505000000"
"010640","진양폴리","KOSPI","화학","2190","85","4.04","36573000000"
"100250","진양홀딩스","KOSPI","화학","3165","-5","-0.16","202243500000"
"051630","진양화학","KOSPI","화학","1417","2","0.14","30040400000"
"272450","진에어","KOSPI","운송·창고","5740","-60","-1.03","299628000000"
"011000","진원생명과학","KOSPI","제약","2670","0","0.00","48531471270"
"002780","진흥기업","KOSPI","건설","782","0","0.00","113758904590"
"002787","진흥기업2우B","KOSPI","건설","2895","0","0.00","853469160"
"002785","진흥기업우B","KOSPI","건설","1336","0","0.00","1145243248"
"025620","차AI헬스케어","KOSPI","화학","4780","-240","-4.78","87014990940"
"009310","참엔지니어링","KOSPI","기계·장비","5330","0","0.00","23329484620"
"000650","천일고속","KOSPI","운송·창고","148900","-1100","-0.73","212810858000"
"033250","체시스","KOSPI","운송장비·부품","4600","-70","-1.50","29440000000"
"035720","카카오","KOSPI","IT 서비스","35100","-1400","-3.84","15548635557000"
"323410","카카오뱅크","KOSPI","은행","21900","-50","-0.23","10448937570300"
"377300","카카오페이","KOSPI","기타금융","44750","-1150","-2.51","6053452653750"
"006380","카프로","KOSPI","화학","3660","0","0.00","618539985360"
"279570","케이뱅크","KOSPI","은행","5560","-90","-1.59","2255665039560"
"001620","케이비아이동국실업","KOSPI","운송장비·부품","2200","40","1.85","48968933200"
"029460","케이씨","KOSPI","의료·정밀기기","37400","-1750","-4.47","412168009000"
